1.121059694, Sport: ,Tennis, Time: ,Wed Oct 07 12:22:00 CEST 2015, Time: ,Wed Oct 07 12:22:00 CEST 2015, Event: ,Hingis/Mirza v Errani/Pennetta, Favorite: ,Hingis/Mirza, 2087731   size:118.38,Price: ,1.89,Errani/Pennetta, 3987252   size:54.01,Price: ,2.02
1.121089681, Sport: ,Soccer, Time: ,Wed Oct 07 12:30:00 CEST 2015, Time: ,Wed Oct 07 12:30:00 CEST 2015, Event: ,Eastern AA (Res) v Wong Tai Sin (Res), Favorite: ,Eastern AA (Res), 7993892   size:27.21,Price: ,2.4,Wong Tai Sin (Res), 8929772   size:19.59,Price: ,2.94,The Draw, 58805   size:58.18,Price: ,3.75
1.121088028, Sport: ,Soccer, Time: ,Wed Oct 07 15:30:00 CEST 2015, Time: ,Wed Oct 07 15:30:00 CEST 2015, Event: ,Rudes v HNK Gorica, Favorite: ,Rudes, 4940512   size:2.31,Price: ,2.16,HNK Gorica, 6692727   size:2.96,Price: ,3.25,The Draw, 58805   size:2.04,Price: ,3.1
1.121087851, Sport: ,Soccer, Time: ,Wed Oct 07 15:30:00 CEST 2015, Time: ,Wed Oct 07 15:30:00 CEST 2015, Event: ,Hrvatski Dragovoljac v Cibalia, Favorite: ,Cibalia, 447101   size:2.72,Price: ,2.52,Hrvatski Dragovoljac, 3439336   size:2.52,Price: ,2.68,The Draw, 58805   size:2.75,Price: ,2.96
1.120988138, Sport: ,Soccer, Time: ,Wed Oct 07 15:30:00 CEST 2015, Time: ,Wed Oct 07 15:30:00 CEST 2015, Event: ,FC Goa v Atletico De Kolkata, Favorite: ,FC Goa, 8900343   size:18.99,Price: ,2.32,Atletico De Kolkata, 8897744   size:5.02,Price: ,3.4,The Draw, 58805   size:2.55,Price: ,3.35
1.121089347, Sport: ,Tennis, Time: ,Wed Oct 07 15:30:00 CEST 2015, Time: ,Wed Oct 07 15:30:00 CEST 2015, Event: ,Tsitsipas v Ramirez Hidalgo, Favorite: ,Ruben Ramirez Hidalgo, 2257299   size:185.55,Price: ,1.22,Stefanos Tsitsipas, 9193006   size:3.59,Price: ,4.7
1.121091605, Sport: ,Tennis, Time: ,Wed Oct 07 15:30:00 CEST 2015, Time: ,Wed Oct 07 15:30:00 CEST 2015, Event: ,Munar v Kovalik, Favorite: ,Jozef Kovalik, 7287668   size:3.08,Price: ,1.67,Jaume Munar, 9350385   size:2.55,Price: ,2.32
1.121087796, Sport: ,Soccer, Time: ,Wed Oct 07 15:30:00 CEST 2015, Time: ,Wed Oct 07 15:30:00 CEST 2015, Event: ,Lucko v NK Dugopolje, Favorite: ,Lucko, 5611652   size:8.04,Price: ,1.93,NK Dugopolje, 7154508   size:2.07,Price: ,3.7,The Draw, 58805   size:29.33,Price: ,3.45
1.121106886, Sport: ,Tennis, Time: ,Wed Oct 07 15:45:00 CEST 2015, Time: ,Wed Oct 07 15:45:00 CEST 2015, Event: ,Golubev/Ymer v Skupski/Skupski, Favorite: ,Skupski/Skupski, 7824202   size:5.78,Price: ,1.3,Golubev/Ymer, 10383944   size:7.48,Price: ,2.94
1.120987667, Sport: ,Ice Hockey, Time: ,Wed Oct 07 16:00:00 CEST 2015, Time: ,Wed Oct 07 16:00:00 CEST 2015, Event: ,Salavat v Slovan Bratislava, Favorite: ,Salavat, 2304930   size:90.56,Price: ,1.61,Slovan Bratislava, 1357713   size:54.0,Price: ,4.7,Tie, 60104   size:149.75,Price: ,5.2
1.120987672, Sport: ,Ice Hockey, Time: ,Wed Oct 07 16:00:00 CEST 2015, Time: ,Wed Oct 07 16:00:00 CEST 2015, Event: ,Traktor v Jokerit, Favorite: ,Jokerit, 66263   size:52.0,Price: ,2.06,Traktor, 2595834   size:56.88,Price: ,3.25,Tie, 60104   size:230.41,Price: ,4.0
1.120987662, Sport: ,Ice Hockey, Time: ,Wed Oct 07 16:00:00 CEST 2015, Time: ,Wed Oct 07 16:00:00 CEST 2015, Event: ,Metallurg MG v Medvescak Zagreb, Favorite: ,Metallurg Mg, 3343614   size:68.64,Price: ,1.51,Medvescak Zagreb, 4182882   size:72.58,Price: ,5.4,Tie, 60104   size:22.0,Price: ,5.6
1.120988212, Sport: ,Soccer, Time: ,Wed Oct 07 16:30:00 CEST 2015, Time: ,Wed Oct 07 16:30:00 CEST 2015, Event: ,PK35 Vantaa (W) v Rosengard (W), Favorite: ,Rosengard (W), 8452470   size:5.43,Price: ,1.22,PK35 Vantaa (W), 6419277   size:23.45,Price: ,10.0,The Draw, 58805   size:5.94,Price: ,6.4
1.121086665, Sport: ,Soccer, Time: ,Wed Oct 07 17:00:00 CEST 2015, Time: ,Wed Oct 07 17:00:00 CEST 2015, Event: ,ZKS Unia Tarnow v Piast Gliwice, Favorite: ,Piast Gliwice, 3157365   size:10.67,Price: ,1.1,ZKS Unia Tarnow, 6405875   size:5.0,Price: ,2.06,The Draw, 58805   size:6.26,Price: ,2.06
1.121076774, Sport: ,Basketball, Time: ,Wed Oct 07 17:00:00 CEST 2015, Time: ,Wed Oct 07 17:00:00 CEST 2015, Event: ,Nevezis v Lietkabelis, Favorite: ,Lietkabelis, 6214834   size:6.54,Price: ,1.56,Nevezis, 5154509   size:8.71,Price: ,2.12
1.121106565, Sport: ,Tennis, Time: ,Wed Oct 07 17:00:00 CEST 2015, Time: ,Wed Oct 07 17:00:00 CEST 2015, Event: ,Coppejans v T Monteiro, Favorite: ,Kimmer Coppejans, 7364095   size:3.79,Price: ,1.32,Thiago Monteiro, 8326656   size:38.9,Price: ,3.45
1.120987677, Sport: ,Ice Hockey, Time: ,Wed Oct 07 17:00:00 CEST 2015, Time: ,Wed Oct 07 17:00:00 CEST 2015, Event: ,Lada v Vityaz, Favorite: ,Lada, 2484346   size:65.0,Price: ,2.28,Vityaz, 2551763   size:64.0,Price: ,2.9,Tie, 60104   size:21.25,Price: ,3.95
1.121086339, Sport: ,Tennis, Time: ,Wed Oct 07 12:32:00 CEST 2015, Time: ,Wed Oct 07 12:32:00 CEST 2015, Event: ,Doumbia v B Becker, Favorite: ,Benjamin Becker, 2249398   size:1233.9,Price: ,1.19,Sadio Doumbia, 8475978   size:159.21,Price: ,5.8
1.121101773, Sport: ,Tennis, Time: ,Wed Oct 07 12:39:00 CEST 2015, Time: ,Wed Oct 07 12:39:00 CEST 2015, Event: ,J Ward v Khachanov, Favorite: ,Karen Khachanov, 7659623   size:4199.79,Price: ,1.09,James Ward, 2370329   size:16.32,Price: ,10.0
1.121087191, Sport: ,Soccer, Time: ,Wed Oct 07 13:00:00 CEST 2015, Time: ,Wed Oct 07 13:00:00 CEST 2015, Event: ,Honved U19 v Szombathelyi H U19, Favorite: ,Honved U19, 6285228   size:55.2,Price: ,1.27,Szombathelyi H U19, 10180915   size:21.7,Price: ,2.2,The Draw, 58805   size:22.03,Price: ,2.18
1.121094841, Sport: ,Tennis, Time: ,Wed Oct 07 13:30:00 CEST 2015, Time: ,Wed Oct 07 13:30:00 CEST 2015, Event: ,Kerber v Wozniacki, Favorite: ,Angelique Kerber, 2411840   size:3634.61,Price: ,1.7,Caroline Wozniacki, 2309522   size:226.57,Price: ,2.4
1.121088248, Sport: ,Soccer, Time: ,Wed Oct 07 14:00:00 CEST 2015, Time: ,Wed Oct 07 14:00:00 CEST 2015, Event: ,Rapid Suceava v CS Balotesti, Favorite: ,Rapid Suceava, 6638948   size:3.93,Price: ,1.7,CS Balotesti, 7161082   size:3.09,Price: ,4.1,The Draw, 58805   size:4.61,Price: ,4.7
1.121106913, Sport: ,Tennis, Time: ,Wed Oct 07 14:00:00 CEST 2015, Time: ,Wed Oct 07 14:00:00 CEST 2015, Event: ,K De Schepper v Gombos, Favorite: ,Kenny De Schepper, 5617034   size:6.34,Price: ,1.67,Norbert Gombos, 8173023   size:2.65,Price: ,2.44
1.121105704, Sport: ,Tennis, Time: ,Wed Oct 07 14:00:00 CEST 2015, Time: ,Wed Oct 07 14:00:00 CEST 2015, Event: ,P Mathieu v Arnaboldi, Favorite: ,Paul-Henri Mathieu, 8259186   size:108.22,Price: ,1.29,Andrea Arnaboldi, 7593283   size:29.64,Price: ,4.1
1.121087136, Sport: ,Soccer, Time: ,Wed Oct 07 14:00:00 CEST 2015, Time: ,Wed Oct 07 14:00:00 CEST 2015, Event: ,FK Orsha v Baranovichi, Favorite: ,Baranovichi, 5645190   size:2.43,Price: ,2.06,FK Orsha, 9445038   size:3.42,Price: ,3.65,The Draw, 58805   size:4.83,Price: ,3.6
1.121088303, Sport: ,Soccer, Time: ,Wed Oct 07 14:00:00 CEST 2015, Time: ,Wed Oct 07 14:00:00 CEST 2015, Event: ,Dacia Unirea Braila v Ceahlaul, Favorite: ,Dacia Unirea Braila, 10292949   size:2.55,Price: ,1.47,Ceahlaul, 1557295   size:3.56,Price: ,5.9,The Draw, 58805   size:3.67,Price: ,4.6
1.121086371, Sport: ,Soccer, Time: ,Wed Oct 07 15:00:00 CEST 2015, Time: ,Wed Oct 07 15:00:00 CEST 2015, Event: ,Catania v Cosenza, Favorite: ,Catania, 201262   size:2.55,Price: ,1.48,Cosenza, 60302   size:2.72,Price: ,7.6,The Draw, 58805   size:4.03,Price: ,4.2
1.120988699, Sport: ,Soccer, Time: ,Wed Oct 07 15:00:00 CEST 2015, Time: ,Wed Oct 07 15:00:00 CEST 2015, Event: ,Sweden U19 v Belarus U19, Favorite: ,Sweden U19, 1482552   size:272.14,Price: ,1.53,Belarus U19, 820881   size:52.0,Price: ,6.2,The Draw, 58805   size:27.73,Price: ,5.0
1.121092896, Sport: ,Tennis, Time: ,Wed Oct 07 15:00:00 CEST 2015, Time: ,Wed Oct 07 15:00:00 CEST 2015, Event: ,V Pospisil v Nadal, Favorite: ,Rafael Nadal, 2251410   size:4433.48,Price: ,1.32,Vasek Pospisil, 4903598   size:344.56,Price: ,4.0
1.121099998, Sport: ,Tennis, Time: ,Wed Oct 07 15:30:00 CEST 2015, Time: ,Wed Oct 07 15:30:00 CEST 2015, Event: ,Gaio/Giannessi v Cachin/Panfil, Favorite: ,Gaio/Giannessi, 9704782   size:3.47,Price: ,1.44,Cachin/Panfil, 10384041   size:7.65,Price: ,2.68
1.121106700, Sport: ,Tennis, Time: ,Wed Oct 07 15:45:00 CEST 2015, Time: ,Wed Oct 07 15:45:00 CEST 2015, Event: ,Struff v Mi Basic, Favorite: ,Jan-Lennard Struff, 8259098   size:15.06,Price: ,1.35,Mirza Basic, 5499167   size:10.08,Price: ,3.3
1.121088358, Sport: ,Soccer, Time: ,Wed Oct 07 16:00:00 CEST 2015, Time: ,Wed Oct 07 16:00:00 CEST 2015, Event: ,Gloria Buzau v Otelul Galati, Favorite: ,Gloria Buzau, 2487031   size:3.24,Price: ,2.36,Otelul Galati, 866238   size:7.97,Price: ,2.58,The Draw, 58805   size:14.67,Price: ,3.4
1.121103839, Sport: ,Basketball, Time: ,Wed Oct 07 16:00:00 CEST 2015, Time: ,Wed Oct 07 16:00:00 CEST 2015, Event: ,PAOK v Rethymno Cretan Kings, Favorite: ,PAOK, 281533   size:6.8,Price: ,1.02,Rethymno Cretan Kings, 10385093   size:6.8,Price: ,1.02
1.121101454, Sport: ,Handball, Time: ,Wed Oct 07 16:05:00 CEST 2015, Time: ,Wed Oct 07 16:05:00 CEST 2015, Event: ,Czech Republic (W) v Italy (W), Favorite: ,Czech Republic (W), 6257928   size:2.72,Price: ,1.01,Italy (W), 6257932   size:6.8,Price: ,16.0,Draw, 330157   size:5.78,Price: ,1.12
1.121062864, Sport: ,Basketball, Time: ,Wed Oct 07 17:00:00 CEST 2015, Time: ,Wed Oct 07 17:00:00 CEST 2015, Event: ,Metalac v Igokea, Favorite: ,Metalac, 7735981   size:2.55,Price: ,1.42,Igokea, 2624092   size:25.0,Price: ,3.0
1.120988282, Sport: ,Soccer, Time: ,Wed Oct 07 17:00:00 CEST 2015, Time: ,Wed Oct 07 17:00:00 CEST 2015, Event: ,PAOK (W) v Orebro (W), Favorite: ,Orebro (W), 5869885   size:2.55,Price: ,1.17,PAOK (W), 6578104   size:2.0,Price: ,12.5,The Draw, 58805   size:24.11,Price: ,6.0
