1.121772069, Sport: ,Basketball, Time: ,Sun Nov 15 02:35:00 CET 2015, Time: ,Sun Nov 15 02:35:00 CET 2015, Event: ,Cleveland @ Milwaukee, Favorite: ,Cleveland, 13112   size:19.28,Price: ,1.46,Milwaukee, 13115   size:13.24,Price: ,3.15,x
1.121716241, Sport: ,Ice Hockey, Time: ,Sun Nov 15 02:05:00 CET 2015, Time: ,Sun Nov 15 02:05:00 CET 2015, Event: ,Chicago @ St Louis, Favorite: ,St Louis, 2110000   size:5.0,Price: ,2.44,Chicago, 2109831   size:101.02,Price: ,2.7,Tie, 60104   size:93.64,Price: ,3.95,x
1.121791090, Sport: ,Soccer, Time: ,Sat Nov 14 21:00:00 CET 2015, Time: ,Sat Nov 14 21:00:00 CET 2015, Event: ,Potros de Barinas v Deportivo Tachira FC II, Favorite: ,Potros de Barinas, 9959844   size:140.14,Price: ,1.06,Deportivo Tachira FC II, 10424533   size:140.14,Price: ,1.06,The Draw, 58805   size:5.21,Price: ,2.9,x
1.121672732, Sport: ,Handball, Time: ,Sat Nov 14 20:30:00 CET 2015, Time: ,Sat Nov 14 20:30:00 CET 2015, Event: ,Guadalajara v Granollers, Favorite: ,Granollers, 1235183   size:2.72,Price: ,1.63,Guadalajara, 4995923   size:20.83,Price: ,3.2,Draw, 330157   size:5.53,Price: ,8.4,ok
1.121836941, Sport: ,Tennis, Time: ,Sat Nov 14 18:55:00 CET 2015, Time: ,Sat Nov 14 18:55:00 CET 2015, Event: ,Matute v Zormann, Favorite: ,Marcelo Zormann, 8843888   size:102.21,Price: ,1.04,Juan Manuel Matute, 9260505   size:12.84,Price: ,2.52,ok
1.121674910, Sport: ,Soccer, Time: ,Sat Nov 14 20:30:00 CET 2015, Time: ,Sat Nov 14 20:30:00 CET 2015, Event: ,Botafogo RJ v Santa Cruz PE, Favorite: ,Botafogo RJ, 786906   size:75.26,Price: ,1.95,Santa Cruz PE, 6132724   size:421.29,Price: ,4.4,The Draw, 58805   size:11.85,Price: ,3.8,x
1.121798045, Sport: ,Soccer, Time: ,Sat Nov 14 22:00:00 CET 2015, Time: ,Sat Nov 14 22:00:00 CET 2015, Event: ,CD Santa Cruz v Deportes Linares, Favorite: ,CD Santa Cruz, 7376194   size:140.14,Price: ,1.06,Deportes Linares, 7118826   size:140.14,Price: ,1.06,The Draw, 58805   size:5.21,Price: ,2.9,x
1.121834005, Sport: ,Tennis, Time: ,Sat Nov 14 21:45:00 CET 2015, Time: ,Sat Nov 14 21:45:00 CET 2015, Event: ,Andreozzi/Arnold Ker v Demoliner/Elias, Favorite: ,Demoliner/Elias, 8462580   size:6.13,Price: ,1.54,Andreozzi/Arnold Ker, 10507819   size:6.04,Price: ,2.34,x
1.121778291, Sport: ,Handball, Time: ,Sat Nov 14 19:30:00 CET 2015, Time: ,Sat Nov 14 19:30:00 CET 2015, Event: ,Barcelona v Vardar, Favorite: ,Barcelona, 2324955   size:2.83,Price: ,1.03,Vardar, 8006170   size:2.83,Price: ,1.03,Draw, 330157   size:2.83,Price: ,1.03,ok
1.121834241, Sport: ,Tennis, Time: ,Sat Nov 14 19:00:00 CET 2015, Time: ,Sat Nov 14 19:00:00 CET 2015, Event: ,O'hare v Vinti, Favorite: ,Stefan Vinti, 9712870   size:3.8,Price: ,1.71,David O'hare, 8284800   size:3.09,Price: ,2.1,x
1.121834242, Sport: ,Tennis, Time: ,Sat Nov 14 22:30:00 CET 2015, Time: ,Sat Nov 14 22:30:00 CET 2015, Event: ,Buchanan v Margaroli, Favorite: ,Chase Buchanan, 3218571   size:70.78,Price: ,1.2,Luca Margaroli, 8596708   size:14.05,Price: ,3.25,ok
1.121797195, Sport: ,Soccer, Time: ,Sat Nov 14 21:00:00 CET 2015, Time: ,Sat Nov 14 21:00:00 CET 2015, Event: ,Tristan Suarez v Deportivo Merlo, Favorite: ,Tristan Suarez, 7128568   size:2.54,Price: ,1.77,Deportivo Merlo, 5181458   size:2.97,Price: ,5.9,The Draw, 58805   size:4.46,Price: ,3.25,ok
1.121743698, Sport: ,American Football, Time: ,Sat Nov 14 21:30:00 CET 2015, Time: ,Sat Nov 14 21:30:00 CET 2015, Event: ,Clemson @ Syracuse, Favorite: ,Clemson, 673441   size:22.87,Price: ,1.01,Syracuse, 962159   size:2.78,Price: ,36.0,ok
1.121726428, Sport: ,Rugby Union, Time: ,Sat Nov 14 20:45:00 CET 2015, Time: ,Sat Nov 14 20:45:00 CET 2015, Event: ,Northampton v Scarlets, Favorite: ,Northampton, 50103   size:2910.14,Price: ,1.25,Scarlets, 1339514   size:22.91,Price: ,5.6,Draw, 246289   size:5.91,Price: ,36.0,ok
1.121802981, Sport: ,Soccer, Time: ,Sat Nov 14 22:00:00 CET 2015, Time: ,Sat Nov 14 22:00:00 CET 2015, Event: ,Manta FC v Fuerza Amarilla, Favorite: ,Manta FC, 5366102   size:17.89,Price: ,1.46,Fuerza Amarilla, 10180843   size:12.08,Price: ,1.67,The Draw, 58805   size:6.16,Price: ,2.9,x
1.121803431, Sport: ,Soccer, Time: ,Sat Nov 14 23:00:00 CET 2015, Time: ,Sat Nov 14 23:00:00 CET 2015, Event: ,CSD Comunicaciones v Marquense, Favorite: ,CSD Comunicaciones, 4109938   size:5.72,Price: ,1.62,Marquense, 9215444   size:7.08,Price: ,4.4,The Draw, 58805   size:2.07,Price: ,3.5,x
1.121772089, Sport: ,Basketball, Time: ,Sun Nov 15 03:05:00 CET 2015, Time: ,Sun Nov 15 03:05:00 CET 2015, Event: ,Denver @ Phoenix, Favorite: ,Phoenix, 13128   size:3.13,Price: ,1.32,Denver, 13124   size:6.18,Price: ,3.95,ok
1.121755826, Sport: ,Soccer, Time: ,Sun Nov 15 01:30:00 CET 2015, Time: ,Sun Nov 15 01:30:00 CET 2015, Event: ,Patronato v Atletico Parana, Favorite: ,Patronato, 5178628   size:10.34,Price: ,2.28,Atletico Parana, 5985269   size:46.7,Price: ,3.75,The Draw, 58805   size:13.44,Price: ,3.2,ok
1.121803038, Sport: ,Soccer, Time: ,Sat Nov 14 21:30:00 CET 2015, Time: ,Sat Nov 14 21:30:00 CET 2015, Event: ,CD Pasaquina v CD Atletico Marte, Favorite: ,CD Pasaquina, 8761177   size:57.01,Price: ,1.54,CD Atletico Marte, 8459079   size:8.43,Price: ,5.6,The Draw, 58805   size:4.09,Price: ,3.75,x
1.121789486, Sport: ,Volleyball, Time: ,Sat Nov 14 19:30:00 CET 2015, Time: ,Sat Nov 14 19:30:00 CET 2015, Event: ,VfB Friedrichshafen v Netzhoppers Kk-Bestense, Favorite: ,VfB Friedrichshafen, 2281578   size:0.0,Price: ,0.0,Netzhoppers Kk-Bestense, 10509333   size:2.83,Price: ,1.03,ok
1.121789366, Sport: ,Volleyball, Time: ,Sat Nov 14 19:30:00 CET 2015, Time: ,Sat Nov 14 19:30:00 CET 2015, Event: ,Coburg/Grub v SVG Luneburge, Favorite: ,Coburg/Grub, 10410539   size:2.83,Price: ,1.03,SVG Luneburge, 10410535   size:2.83,Price: ,1.03,ok
1.121834019, Sport: ,Tennis, Time: ,Sat Nov 14 20:00:00 CET 2015, Time: ,Sat Nov 14 20:00:00 CET 2015, Event: ,Ghem/Neis v Peralta/Zeballos, Favorite: ,Peralta/Zeballos, 10409109   size:4.55,Price: ,1.43,Ghem/Neis, 8845088   size:2.51,Price: ,2.68,ok
1.121790358, Sport: ,Soccer, Time: ,Sat Nov 14 20:30:00 CET 2015, Time: ,Sat Nov 14 20:30:00 CET 2015, Event: ,Diamantes de Guayana v Monagas, Favorite: ,Diamantes de Guayana, 9989677   size:140.14,Price: ,1.06,Monagas, 224547   size:5.0,Price: ,1.07,The Draw, 58805   size:6.15,Price: ,2.94,x
1.121822793, Sport: ,Soccer, Time: ,Sun Nov 15 03:00:00 CET 2015, Time: ,Sun Nov 15 03:00:00 CET 2015, Event: ,Real Esteli v Real Madriz FC, Favorite: ,Real Esteli, 3298379   size:4.77,Price: ,1.07,Real Madriz FC, 9217072   size:4.77,Price: ,1.07,The Draw, 58805   size:2.83,Price: ,1.25,ok
1.121786892, Sport: ,Volleyball, Time: ,Sat Nov 14 20:30:00 CET 2015, Time: ,Sat Nov 14 20:30:00 CET 2015, Event: ,Indykpol Azs Olsztyn v AZS Politechnika Warsza, Favorite: ,Indykpol AZS Olsztyn, 9284284   size:82.97,Price: ,1.46,AZS Politechnika Warsza, 6148950   size:2.32,Price: ,2.8,ok
1.121716226, Sport: ,Ice Hockey, Time: ,Sun Nov 15 01:05:00 CET 2015, Time: ,Sun Nov 15 01:05:00 CET 2015, Event: ,Philadelphia @ Carolina, Favorite: ,Carolina, 2108027   size:16.13,Price: ,2.16,Philadelphia, 2109791   size:5.0,Price: ,3.1,Tie, 60104   size:101.28,Price: ,4.1,x
1.121716221, Sport: ,Ice Hockey, Time: ,Sun Nov 15 01:05:00 CET 2015, Time: ,Sun Nov 15 01:05:00 CET 2015, Event: ,Pittsburgh @ New Jersey, Favorite: ,Pittsburgh, 2115995   size:5.0,Price: ,2.52,New Jersey, 2112200   size:109.0,Price: ,2.6,Tie, 60104   size:101.25,Price: ,3.95,x
1.121797309, Sport: ,Soccer, Time: ,Sat Nov 14 21:30:00 CET 2015, Time: ,Sat Nov 14 21:30:00 CET 2015, Event: ,Defensores de Belgrano v Estudiantes de Caseros, Favorite: ,Defensores de Belgrano, 5643646   size:33.01,Price: ,2.34,Estudiantes de Caseros, 7546748   size:2.83,Price: ,3.5,The Draw, 58805   size:2.76,Price: ,3.05,x
1.121676400, Sport: ,Soccer, Time: ,Sat Nov 14 20:00:00 CET 2015, Time: ,Sat Nov 14 20:00:00 CET 2015, Event: ,Seraing Utd v Lommel Utd, Favorite: ,Lommel Utd, 5741869   size:10.06,Price: ,2.82,Seraing Utd, 8727584   size:3.41,Price: ,2.84,The Draw, 58805   size:16.06,Price: ,3.35,x
1.121766807, Sport: ,Basketball, Time: ,Sat Nov 14 21:00:00 CET 2015, Time: ,Sat Nov 14 21:00:00 CET 2015, Event: ,Buducnost v Skopje, Favorite: ,Buducnost, 266288   size:44.33,Price: ,1.11,Skopje, 6702723   size:7.37,Price: ,5.8,ok
1.121819215, Sport: ,Tennis, Time: ,Sun Nov 15 03:45:00 CET 2015, Time: ,Sun Nov 15 03:45:00 CET 2015, Event: ,Katayama v Shi Nakamura, Favorite: ,Sho Katayama, 8351069   size:2991.07,Price: ,1.01,Shinnosuke Nakamura, 10524377   size:3.65,Price: ,8.4,ok
1.121834092, Sport: ,Tennis, Time: ,Sat Nov 14 19:36:00 CET 2015, Time: ,Sat Nov 14 19:36:00 CET 2015, Event: ,Berlocq v Garin, Favorite: ,Carlos Berlocq, 2283676   size:3881.91,Price: ,1.25,Christian Garin, 6670624   size:345.56,Price: ,4.7,ok
1.121819173, Sport: ,Tennis, Time: ,Sun Nov 15 01:00:00 CET 2015, Time: ,Sun Nov 15 01:00:00 CET 2015, Event: ,M Reid v Tanuma, Favorite: ,Matt Reid, 4423896   size:6.04,Price: ,1.14,Ryota Tanuma, 9630765   size:2.66,Price: ,2.44,ok
1.121834258, Sport: ,Tennis, Time: ,Sat Nov 14 22:30:00 CET 2015, Time: ,Sat Nov 14 22:30:00 CET 2015, Event: ,Milton v Childers, Favorite: ,Joshua Milton, 3985858   size:145.0,Price: ,1.01,Julian Allen Childers, 8979697   size:7.07,Price: ,1.04,ok
1.121716190, Sport: ,Ice Hockey, Time: ,Sat Nov 14 19:05:00 CET 2015, Time: ,Sat Nov 14 19:05:00 CET 2015, Event: ,NY Rangers @ Ottawa, Favorite: ,Ottawa, 2108072   size:100.0,Price: ,1.15,NY Rangers, 60103   size:100.0,Price: ,1.32,Tie, 60104   size:50.0,Price: ,2.96,x
1.121833961, Sport: ,Tennis, Time: ,Sat Nov 14 21:30:00 CET 2015, Time: ,Sat Nov 14 21:30:00 CET 2015, Event: ,Golubic v Anderson, Favorite: ,Viktorija Golubic, 7283232   size:50.83,Price: ,1.89,Robin Anderson, 8947134   size:3.38,Price: ,1.98,ok
1.121744258, Sport: ,American Football, Time: ,Sun Nov 15 02:00:00 CET 2015, Time: ,Sun Nov 15 02:00:00 CET 2015, Event: ,Oklahoma @ Baylor, Favorite: ,Baylor, 2129112   size:2.74,Price: ,1.77,Oklahoma, 484724   size:2.73,Price: ,2.18,x
1.121743721, Sport: ,American Football, Time: ,Sat Nov 14 21:30:00 CET 2015, Time: ,Sat Nov 14 21:30:00 CET 2015, Event: ,Michigan @ Indiana, Favorite: ,Michigan, 484729   size:506.11,Price: ,1.2,Indiana, 2039646   size:20.15,Price: ,5.6,ok
1.121801419, Sport: ,Soccer, Time: ,Sat Nov 14 20:00:00 CET 2015, Time: ,Sat Nov 14 20:00:00 CET 2015, Event: ,Progreso v Cerro Largo, Favorite: ,Progreso, 6607289   size:140.14,Price: ,1.06,Cerro Largo, 5790011   size:206.29,Price: ,1.1,The Draw, 58805   size:2.12,Price: ,2.9,x
1.121834254, Sport: ,Tennis, Time: ,Sat Nov 14 18:56:00 CET 2015, Time: ,Sat Nov 14 18:56:00 CET 2015, Event: ,Gosea v Kirchheimer, Favorite: ,Strong Kirchheimer, 7588306   size:43.48,Price: ,1.43,Farris Fathi Gosea, 8980816   size:18.21,Price: ,2.64,x
1.121819211, Sport: ,Tennis, Time: ,Sun Nov 15 02:00:00 CET 2015, Time: ,Sun Nov 15 02:00:00 CET 2015, Event: ,Moritani v R Ghedin, Favorite: ,Riccardo Ghedin, 3506053   size:74.96,Price: ,1.08,Soichiro Moritani, 8349391   size:5.85,Price: ,4.9,ok
1.121716196, Sport: ,Ice Hockey, Time: ,Sun Nov 15 01:05:00 CET 2015, Time: ,Sun Nov 15 01:05:00 CET 2015, Event: ,Detroit @ Boston, Favorite: ,Boston, 2112316   size:18.94,Price: ,2.12,Detroit, 975676   size:120.87,Price: ,3.3,Tie, 60104   size:337.0,Price: ,3.95,ok
1.121772135, Sport: ,Basketball, Time: ,Sun Nov 15 02:35:00 CET 2015, Time: ,Sun Nov 15 02:35:00 CET 2015, Event: ,Philadelphia @ San Antonio, Favorite: ,San Antonio, 13121   size:25262.13,Price: ,1.03,Philadelphia, 13103   size:110.21,Price: ,26.0,ok
1.121810878, Sport: ,Darts, Time: ,Sat Nov 14 20:15:00 CET 2015, Time: ,Sat Nov 14 20:15:00 CET 2015, Event: ,Michael Smith v Adrian Lewis, Favorite: ,Adrian Lewis, 2271003   size:152.77,Price: ,1.72,Michael Smith, 3066962   size:882.58,Price: ,2.36,x
1.121716231, Sport: ,Ice Hockey, Time: ,Sun Nov 15 01:05:00 CET 2015, Time: ,Sun Nov 15 01:05:00 CET 2015, Event: ,Arizona @ Columbus, Favorite: ,Columbus, 2114347   size:67.65,Price: ,2.44,Arizona, 8867880   size:108.0,Price: ,2.72,Tie, 60104   size:55.46,Price: ,4.0,ok
1.121803148, Sport: ,Soccer, Time: ,Sat Nov 14 20:00:00 CET 2015, Time: ,Sat Nov 14 20:00:00 CET 2015, Event: ,Twente (W) v Ajax (W), Favorite: ,Twente (W), 5272256   size:2.28,Price: ,2.18,Ajax (W), 8814626   size:5.66,Price: ,3.15,The Draw, 58805   size:109.28,Price: ,3.55,ok
1.121819172, Sport: ,Tennis, Time: ,Sun Nov 15 03:45:00 CET 2015, Time: ,Sun Nov 15 03:45:00 CET 2015, Event: ,Tom Inoue v Han, Favorite: ,Sung Min Han, 9635431   size:6.04,Price: ,1.58,Tomofumi Inoue, 10524372   size:2.77,Price: ,2.34,ok
